;blade;f_rot;start_idx;end_idx;b0e;b1e;b2e;b0f;b1f;b2f;r2e;r2f;pitch1;pitch2;alpha;gamma1;gamma2;create_time;pitch1_deg;pitch2_deg;alpha_deg;gamma1_deg;gamma2_deg
1;1;0.20064205457463885;10279;15263;-404.49440147717814;-751.852415664846;-18367.615702970495;97.21463724443291;-1153.4096584380318;4486.23531871523;0.996696839088349;0.9378675790095219;0.5776760662256676;-0.23955680334429413;;0.1683855427500893;-0.06283717323840456;20201225_180956;33.09840052045059;-13.725593785273498;;9.647780930599815;-3.6003048230929844
2;1;0.1986886548778065;12696;17729;-286.90141808050487;-828.8706052245203;-18193.76545248431;38.78085519485015;-1131.9108125446264;4427.029955357392;0.997137290869496;0.9467899648646835;0.6320606187081108;-0.23868817002987314;;0.18834100940967177;-0.062254418280108935;20201225_180956;36.214405848402315;-13.675824762412716;;10.791144948407917;-3.5669154234923233
3;1;0.19665683382497542;15263;20348;-375.9598509130165;-1131.1999573108728;-18042.209700514923;50.02190231321511;-1174.758666803024;4434.208125334834;0.9985574616263769;0.9554060627255848;0.766510777778756;-0.24099219530677785;;0.25795892868463705;-0.06515777972769131;20201225_180956;43.91783251801285;-13.807835686670815;;14.779957901345892;-3.733265780839786
4;1;0.1966955153422502;17729;22813;-436.2091635878133;-1135.2214378668698;-18062.33225715065;100.37609838581784;-1153.875182171415;4448.055496595169;0.9981378784294451;0.9542814436189422;0.777249389224171;-0.24145691130000502;;0.25807260747365923;-0.06392648768571448;20201225_180956;44.533109631666;-13.834461951754964;;14.78647121617702;-3.6627179434864687
5;1;0.1967342120794806;20348;25431;-351.5959893903507;-546.2037590409483;-18170.4152512902;66.34150565874704;-1264.4153143379945;4408.722732502291;0.9973781162756947;0.955527631966312;0.40776897145404223;-0.2380320676976159;;0.12421075781168923;-0.06964276648308557;20201225_180956;23.363441080707165;-13.638232867845685;;7.116752192731415;-3.99023659309595
6;1;0.195160031225605;22813;27937;-271.90110985834116;37.980319409639925;-18137.88562380091;-3.471993499056173;-1389.8464389590697;4338.552640909584;0.9984559634523797;0.9518152875211209;-0.027320190535144753;-0.23478687022487463;;-0.008754256931730056;-0.07670189293220396;20201225_180956;-1.5653316131570525;-13.45229674897109;;-0.5015819749612779;-4.3946947456796055
7;1;0.19455252918287938;25431;30571;-292.36575277871475;193.2328493703052;-18129.785466420763;40.3017060189991;-1476.5114776208961;4322.204498270328;0.998843685540548;0.9577999236786745;-0.1301316434782911;-0.23403489470346842;;-0.04472191841928142;-0.08153149816903356;20201225_180956;-7.455993952407204;-13.409211725297364;;-2.5623771771532033;-4.671410742464222
8;1;0.1941747572815534;27937;33087;-274.74852134688615;50.9928854203966;-18100.069470378647;41.70377715800945;-1402.145105371801;4306.321692923513;0.9989653775210022;0.9643110077500178;-0.03635174543647862;-0.23357488845137575;;-0.011841678542710335;-0.07754397257861918;20201225_180956;-2.0828015914441758;-13.382855308502824;;-0.6784782028479293;-4.4429423554330665
9;1;0.19252984212552945;30571;35765;-410.33118341536203;-479.8278503263449;-17945.79052265915;75.836689857186;-1311.7600381179636;4309.572184523142;0.9983909934477979;0.9696304513575056;0.35067122912314064;-0.23568104221277184;;0.1115713517604215;-0.07316094390334037;20201225_180956;20.09198142542104;-13.503529030036423;;6.39256757044166;-4.191813310854774
10;1;0.19227071716977504;33087;38288;-396.5673007041894;-1001.9885008183426;-17900.827462795263;102.0906648574563;-1183.7939980320614;4341.961087642024;0.9985872993712771;0.9676392618584211;0.7024127946638964;-0.23796078886419497;;0.2328675819156806;-0.06617898218949712;20201225_180956;40.245288610230574;-13.63414889152205;;13.342329629185473;-3.7917763719296294
11;1;0.1897173211914248;35765;41036;-522.0269187161662;-1428.2779112569083;-17737.22790845951;110.35643966234494;-1060.23230727652;4314.3759471734975;0.9981769034013663;0.9698809431607217;0.9322317024896135;-0.23860480359018255;;0.3374170244250211;-0.05981006134892872;20201225_180956;53.41294208095025;-13.671048217265412;;19.33257143541632;-3.4268640877121466
12;2;0.2007628990162618;6874;11855;-2.8758568498897676;-336.01484710559896;-15779.346343853504;-57.597375121601786;-960.9749754034253;3185.333727770133;0.9979283973865808;0.9330182438663346;0.33637220463064044;-0.19919037502664302;;0.10568474086878613;-0.06093851900782291;20201225_180956;19.272707670846582;-11.412767808654717;;6.05528961071521;-3.4915199489259976
13;2;0.2003606491685033;9375;14366;-1.0065362856663165;-710.46261339952;-15731.810924888923;-24.48134354692737;-862.4562661271983;3228.154594861193;0.9971649301095028;0.9064824342179625;0.6890656702797762;-0.20238972991912596;;0.2218997672962026;-0.05484993903767053;20201225_180956;39.48055471438434;-11.596077341158521;;12.713920141007499;-3.1426700134083774
14;2;0.19968051118210864;11855;16863;24.65639580309994;-861.9555887839643;-15720.082480341953;-39.110291974148396;-817.5776352995229;3252.1027022020094;0.9973294993247688;0.9048606544250873;0.8118148067114432;-0.20399796146440427;;0.2682512378422783;-0.0520319572674758;20201225_180956;46.5135621707944;-11.688222221182771;;15.36966377752258;-2.9812115512314152
15;2;0.19790223629527012;14366;19419;65.75395226917163;-933.7019168947764;-15647.485755678736;-62.85958777981772;-772.6561608452022;3250.182957030626;0.9978269536036838;0.9301720643208063;0.8794992335582335;-0.20480058727700345;;0.2913825019263793;-0.04939902229843311;20201225_180956;50.391594167877436;-11.734209292772963;;16.694987584344116;-2.8303554897728604
16;2;0.19657951641438962;16863;21950;7.3802094581841375;-926.6356997489177;-15587.147753325387;-66.76813694978097;-842.3400931088461;3227.265192159884;0.9982108871986377;0.9383845882868365;0.833014354355319;-0.2041618178712869;;0.29122642629548334;-0.054067019863477256;20201225_180956;47.72820677837498;-11.697610501743323;;16.686045109408933;-3.0978120490272354
17;2;0.196347928529354;19419;24512;-19.45913469162113;-553.0807731105332;-15618.792937913606;-42.37063253214103;-897.0808588821621;3187.9625446278496;0.9982514426773844;0.9268867549958435;0.5524881663689742;-0.20134500011354117;;0.17437267634312512;-0.0574676177006657;20201225_180956;31.655240163863894;-11.53621873256699;;9.990818416861764;-3.292651952919449
18;2;0.196347928529354;21950;27043;23.581761011245753;9.636731543809397;-15627.983935946893;-36.117217886822225;-982.5956514253875;3200.143834501181;0.9984691998553354;0.9414897793192794;-0.009807108932560125;-0.2019779588732679;;-0.0030113478039923173;-0.06291561354708809;20201225_180956;-0.561905951060745;-11.572484598105166;;-0.17253751981474846;-3.6047991217242545
19;2;0.19421246844047388;24512;29661;158.57991995542932;279.42603307760925;-15482.890228331737;-105.97371915859084;-1017.3585289177072;3143.981545410217;0.9989815169463959;0.952578693222651;-0.2680485704886797;-0.20033773246804928;;-0.08899391061363297;-0.06575594309887034;20201225_180956;-15.358051793516298;-11.478506547640224;;-5.098975480525672;-3.767538017467662
20;2;0.1936108422071636;27043;32208;135.87075209498227;33.57178524741586;-15461.730986314315;-62.880052220362;-1000.4146540216796;3110.129573841966;0.9982776356308073;0.9497434236489728;-0.03354528199718526;-0.19850123245123105;;-0.01079454615498072;-0.06474786043716622;20201225_180956;-1.9220030810148967;-11.373282847600837;;-0.6184819364395658;-3.7097791355517016
21;2;0.19357336430507163;29661;34827;110.01295398988445;-384.7200656940383;-15500.170455424717;-61.33777260807527;-906.4450725421798;3145.108848227067;0.9982965596487272;0.9535950244691772;0.40138549433819115;-0.20019015980080426;;0.12263041742458158;-0.05851306774005545;20201225_180956;22.997694783350557;-11.470051256635596;;7.026205358356075;-3.3525518278682673
22;2;0.19234468166955185;32208;37407;38.21766429895953;-802.5905484929252;-15447.736988245253;-75.04043820077726;-871.9241341336186;3159.250067307132;0.9985645637894507;0.9579164217082485;0.7440166183538077;-0.20173038717238412;;0.25685980954203164;-0.05647349978878734;20201225_180956;42.629012119268886;-11.55829978451765;;14.716983013292563;-3.2356931922304604
23;2;0.19124115509657677;34827;40056;88.32028811832998;-1110.2253141451883;-15383.366624196686;-37.99272347600565;-785.3146549993528;3168.3746879508117;0.998782870117377;0.9568785305083525;0.9551564245167297;-0.20312073455445412;;0.3580071852379163;-0.05107179534747149;20201225_180956;54.7264318996146;-11.637960821567324;;20.512300749490873;-2.92619832556599
24;2;0.18917896329928113;37407;42693;-3.7256418154632325;-1218.7650519885597;-15240.782228976046;-25.297972006493865;-718.6231952482077;3139.3351962650704;0.998853066409086;0.9554787713291122;1.0380350424686606;-0.20314133855703687;;0.39870357775927867;-0.04716882183752501;20201225_180956;59.475026920137424;-11.639141343956393;;22.8440322823727;-2.7025744158946954
25;3;0.20128824476650564;6078;11046;168.52817528171613;-343.20723644430734;-17711.821426955386;-19.88677782473195;-380.62312400284156;3078.0732827203447;0.9981563236924258;0.8875264131655993;0.73375261537277;-0.17206786444113714;;0.11173301002873547;-0.021491433144099972;20201225_180956;42.04092806754573;-9.85876242230633;;6.401829906939444;-1.2313684148445017
26;3;0.20072260136491368;8524;13506;133.81621843600604;-631.1391863702517;-17658.05484342476;-58.99777110608228;-243.19436979937694;3056.734979258471;0.9965011725582372;0.8646123826577025;1.2030035554779883;-0.17140844273375488;;0.20797089524390633;-0.013772868007986267;20201225_180956;68.92702646812091;-9.820980341554018;;11.915854559033198;-0.7891272086483665
27;3;0.19932230416583616;11046;16063;155.53030778826647;-927.931211732998;-17614.749730892436;-71.15615063561935;-161.9393593782965;3036.9590611982876;0.9958602106841837;0.881419671873118;1.3980197771827299;-0.17073153118332432;;0.31051197844771994;-0.009193524920019715;20201225_180956;80.10063290839017;-9.782196166610689;;17.79102585331153;-0.5267501767654774
28;3;0.19860973187686196;13506;18541;168.92425837709777;-1103.871362985028;-17606.464452009568;-45.64326997151446;-134.66672499344605;3036.107973251038;0.9974323503459236;0.8868928259966454;1.4494012428129786;-0.17076337782237042;;0.3721091694995483;-0.00764878368723017;20201225_180956;83.04457403419993;-9.784020844619707;;21.3202849304423;-0.4382430236868006
29;3;0.19755037534571315;16063;21125;180.92071729793423;-965.8802454743161;-17552.050258438685;-80.53459858324986;-165.16205164543126;2994.5432272243233;0.9978620424368805;0.8935168963900465;1.4014379096069514;-0.1689822954255576;;0.32841882978132425;-0.009409982691141613;20201225_180956;80.29647747011488;-9.681972340317287;;18.817012859095268;-0.539152293493571
30;3;0.19646365422396855;18541;23631;143.88315529979423;-648.81899979427;-17437.966961023492;-66.9849892564848;-294.0012861781422;2980.9112838095434;0.9970470735357198;0.950228104704445;1.1453400696772693;-0.16930724552218238;;0.21941423263068371;-0.0168606361699052;20201225_180956;65.62315209972716;-9.700590609406255;;12.571509494839807;-0.9660432924411891
31;3;0.19500780031201248;21125;26253;199.73113123629165;-314.5942646178895;-17356.380536151963;-91.4152565926679;-263.87482971688416;2966.6127206476626;0.9973187182560028;0.9311130397836165;0.8728532444994052;-0.16928754756239525;;0.10624470669532932;-0.01520391856016135;20201225_180956;50.01080704411645;-9.699461999445434;;6.087373289247689;-0.8711203655578648
32;3;0.19554165037152912;23631;28745;278.10780156182113;-43.17124693198457;-17482.918780388103;-77.91310431587954;-350.85148522927005;2943.394725698183;0.9980331949984982;0.9259095439553313;0.12243164877011811;-0.1667941514551624;;0.014667687815904053;-0.020069591576855412;20201225_180956;7.014816753355824;-9.556600925846643;;0.8403966070667627;-1.149902893905122
33;3;0.19470404984423675;26253;31389;345.4351774408942;155.19003406228745;-17490.926962768426;-86.05465786252321;-410.93387947891915;2948.254560697722;0.9980088013468288;0.942123097405966;-0.36109375122197757;-0.16698937768700545;;-0.05266227386142252;-0.023496278604914968;20201225_180956;-20.68914795356623;-9.567786564981493;;-3.0173260318216233;-1.3462375983251615
34;3;0.1936108422071636;28745;33910;276.53379735496947;-19.92420646632072;-17405.811609547498;-71.4364691092726;-341.6321492231607;2923.5525991407485;0.9979533311398778;0.9356553678702276;0.05825465523735034;-0.16641084120665914;;0.0068151196273379495;-0.019628736402973485;20201225_180956;3.337745882089852;-9.534638866363297;;0.39047759152323497;-1.1246437530651814
35;3;0.19286403085824494;31389;36574;285.4704497919249;-492.8605358109189;-17340.378006534687;-82.14488414265278;-268.10733282615905;2893.100615285423;0.9984828090478801;0.9401410753879792;1.0725850852809367;-0.1653191138682595;;0.17119216214906846;-0.015462062937765085;20201225_180956;61.454598555277144;-9.472087497493947;;9.808588376860863;-0.8859109488995902
36;3;0.19091256204658266;33910;39148;156.01337081556323;-1055.564976452024;-17160.743569298247;-88.94778268437985;-240.58155676706798;2894.362571126062;0.9984310759363954;0.9379384707213978;1.3467068635030341;-0.1670892959841092;;0.3733072326137483;-0.014019756030372126;20201225_180956;77.1606195200245;-9.573511461701672;;21.388928890476258;-0.8032728503434076
37;3;0.189465706707086;36574;41852;221.92395551077868;-1499.6021865902258;-17044.915588583724;-52.388424788658874;-125.49825970989124;2884.616068543602;0.9989508436990654;0.9239903619819482;1.4873031812914315;-0.16764767889592253;;0.5466893602380798;-0.007362863897947885;20201225_180956;85.21619514437975;-9.605504445900802;;31.322993046349055;-0.42186102648165585
0;1;0.24697456162015313;6004;10053;-129.40418547148886;-175.84974326694325;-19673.904532814235;50.38622442626055;-1306.272244501223;6419.990526237989;0.9992305165900659;0.985805936605672;0.13381503979577705;-0.3154254221356624;;0.027394392399926037;-0.066445068124386;20201227_180645;7.667037015673178;-18.07254543950583;;1.5695830668410202;-3.8070219729865546
1;1;0.24764735017335315;8009;12047;-224.48548843685688;-281.24276559291354;-19733.58139492463;84.82402644000669;-1392.255395894499;6451.196415222004;0.9992746207630805;0.9845896289345515;0.19932284693763908;-0.31596263857062706;;0.04360926413426818;-0.07061125874491092;20201227_180645;11.420357890058826;-18.103325673914366;;2.4986267825647985;-4.045727112189622
2;1;0.24758603614756128;10053;14092;-210.20419611863315;-223.24084107362768;-19734.20497374292;33.03602732733025;-1474.6941229766562;6549.557523886678;0.9993609620000937;0.9830888688848493;0.1502403971928016;-0.32044972507561065;;0.03409147701140194;-0.07479754542156654;20201227_180645;8.608140671516674;-18.360416792960034;;1.9532977501206001;-4.285583670593836
3;1;0.24679170779861798;12047;16099;-132.27025600002247;-144.49301171178402;-19627.743463771418;36.98758482050688;-1471.9755950240701;6582.31284560292;0.9991891666974425;0.9793096982383083;0.09784915605174156;-0.3235712823006848;;0.021953471716346675;-0.0750651179798428;20201227_180645;5.6063436706817695;-18.539268847465355;;1.257841275006488;-4.3009144488965845
4;1;0.24691358024691357;14092;18142;-132.3481621048511;-179.73414349584505;-19605.928705991624;25.296808383294977;-1368.8375045083494;6558.872886369445;0.9989897814252747;0.9801985463503545;0.13055733644082781;-0.32283182601015487;;0.027406636629807572;-0.06987437499227256;20201227_180645;7.480384362528978;-18.49690112288359;;1.5702846095366203;-4.003506783171682
5;1;0.24697456162015313;16099;20148;-158.23292855624828;-89.38989390812478;-19673.576270312326;27.61958634005055;-1443.6278297482877;6511.871535077874;0.9986335258295371;0.9844801495330673;0.06184136252787958;-0.31964532035229853;;0.013727651267719498;-0.07344503562734021;20201227_180645;3.5432490721859797;-18.314327797293863;;0.7865364802677414;-4.208090567634561
6;1;0.246669955599408;18142;22196;-161.93404568585265;-38.18623752201897;-19670.94386168894;52.6903945740109;-1457.5636768583236;6473.301660572901;0.9983594913467122;0.9787140337168952;0.026192683782924834;-0.3179171069501645;;0.005899069902686333;-0.0741652644278204;20201227_180645;1.5007302348823481;-18.21530846325364;;0.3379918084765761;-4.249356638185845
7;1;0.24691358024691357;20148;24198;-166.27556184305814;-89.33173754893082;-19666.48256976565;20.75394727234208;-1423.8043774724315;6425.214280016022;0.9987532668703152;0.9810382606569559;0.06265944727838582;-0.3157767355248717;;0.013903756654098801;-0.07246090413819187;20201227_180645;3.5901218756740003;-18.09267421399396;;0.7966265756567961;-4.1517039868204355
8;1;0.24764735017335315;22196;26234;-152.21611475296228;18.353164161424722;-19715.815101815344;11.775074909544157;-1446.7761440684517;6475.752945121511;0.9991895935217345;0.9847687328559125;-0.012684878615906389;-0.31735341414120005;;-0.002834139734300355;-0.07344752105277132;20201227_180645;-0.7267900083271853;-18.1830112443581;;-0.1623842453257389;-4.208232972022057
9;1;0.24758603614756128;24198;28237;-117.39828637614978;171.05016223316755;-19663.671275406974;25.693422102232354;-1484.2563216778644;6549.785340839424;0.9993376413962837;0.9845027532122824;-0.11473685570305206;-0.32153213697050476;;-0.02611835386683676;-0.07555401866503057;20201227_180645;-6.573937586386413;-18.422434426232225;;-1.49647144439894;-4.3289263947588985
10;1;0.24727992087042533;26234;30278;-161.56974006692448;45.86906924451382;-19581.410586117643;-51.77932435521231;-1503.9255616755736;6636.275363303985;0.9991778456382904;0.9822656512701521;-0.03049010903308817;-0.32675835842291145;;-0.006911924530794112;-0.0768794493458544;20201227_180645;-1.7469545644896594;-18.721874858255863;;-0.3960241039274444;-4.404867978807255
11;1;0.2478929102627665;28237;32271;-174.08474003344156;-90.5550344108581;-19589.27023089343;79.20891210391557;-1360.6444605994757;6799.064965833877;0.9990898511180469;0.9822005015413539;0.06645504576016936;-0.3340720776006066;;0.013319142018052845;-0.06951463221567883;20201227_180645;3.80759364940646;-19.140920099681683;;0.7631306243697862;-3.9828950403625436
12;1;0.24777006937561943;30278;34314;-183.66103651294148;-84.76866602606952;-19555.851899945512;63.672926538676215;-1283.14543096036;6776.455924221549;0.9989116247416541;0.9849856260274704;0.06596732221078856;-0.33356950981063405;;0.012509618291663614;-0.06566156953846122;20201227_180645;3.7796491484577994;-19.11212508639704;;0.7167483314319799;-3.7621308107585967
13;1;0.24758603614756128;32271;36310;-195.0853553574648;-184.41289665724332;-19536.709399730964;44.17292253546093;-1274.1294915304125;6754.822716756917;0.9986381313634943;0.9837550258210783;0.143738225446353;-0.3328838708200441;;0.027304315816318203;-0.06526352028612904;20201227_180645;8.23559367277596;-19.072840865966626;;1.564422058767334;-3.739324268561625
14;1;0.24826216484607747;34314;38342;-130.51321489980887;-182.0214613579709;-19640.01575949919;16.39215890213905;-1362.0319810710985;6864.345922164086;0.9984336593021061;0.976672102598252;0.13285247491253263;-0.3362365942806156;;0.02652005034689483;-0.06940555073490982;20201227_180645;7.611886110355771;-19.26493777013187;;1.5194869573515284;-3.976645131891442
15;1;0.24795437639474338;36310;40343;-110.2174609172319;-45.53422174311008;-19624.985916316375;72.06375707279872;-1540.0670849012045;6970.09560336289;0.9984579852631033;0.9687329408575259;0.029557777649584584;-0.3412681584994842;;0.006532843768747565;-0.0785555814554324;20201227_180645;1.693535911107311;-19.553225164222077;;0.3743043761675742;-4.500903274592433
16;1;0.24709661477637757;38342;42389;-181.33289123455435;-151.97741394752063;-19499.242000545244;29.229654394936084;-1393.5879069481202;7033.036029187015;0.9986174104135165;0.9701964878971676;0.1086255053820406;-0.3461596759852975;;0.021610758639724306;-0.07152980622627643;20201227_180645;6.223783005866536;-19.833488471573624;;1.2382052621320827;-4.098356006154237
17;2;0.24697456162015313;5306;9355;223.40517982620332;-112.17574009656542;-16966.167636386577;-82.63102936315595;-1133.8398738993383;5004.1419811627375;0.9991648773187221;0.9767032022177898;0.0986134680136075;-0.2868157704619688;;0.0224184560345872;-0.06687930870767127;20201227_180645;5.650135520328051;-16.433333145263795;;1.284482913981438;-3.8319021257020993
18;2;0.2467308166790032;7288;11341;197.4187880560989;-329.9715965790788;-16895.207884549043;-79.81692047648417;-1067.339710675497;5059.382404128402;0.9990521057905771;0.9776982052213984;0.29983302155460995;-0.29095823643705776;;0.06526606367296471;-0.06321620598947436;20201227_180645;17.179166693734192;-16.670678962412936;;3.739469993892978;-3.622021800026517
19;2;0.24777006937561943;9355;13391;122.2608898010558;-296.5405989517783;-16952.862916369722;-69.23049017776205;-1014.3425352133424;5065.298244311511;0.9990757859871756;0.9798147551459371;0.2844215362716598;-0.29034375211212754;;0.05857705464951881;-0.0598688694591251;20201227_180645;16.296153630993164;-16.63547160401749;;3.3562180077246033;-3.43023354422754
20;2;0.24746349913387775;11341;15382;121.4008660681832;-80.27271561380154;-16943.36976621549;-49.871690378410776;-910.1581661768871;4970.580713989986;0.9990342916561712;0.9704490069407452;0.08796882545767012;-0.2853579822683411;;0.016150266929133076;-0.0537435274994183;20201227_180645;5.040242427447491;-16.349808034344925;;0.9253421330490339;-3.0792773018619477
21;2;0.2467308166790032;13391;17444;165.59147543797192;-5.9994152327871415;-16921.195061775907;-96.5795615549188;-982.5588016396789;4901.305075008732;0.9987741023807546;0.9677750645944302;0.006105833734781046;-0.28193895561699106;;0.001224044747085292;-0.05809943057825372;20201227_180645;0.34983850341155476;-16.153912237179824;;0.07013259794314551;-3.3288521642472584
22;2;0.24648755237860487;15382;19439;149.86811561709789;-56.46839293635773;-16921.51280111868;-114.79308320093062;-1077.0552667162383;4938.363854418281;0.9988489202273272;0.9754540053022381;0.05238054231901367;-0.2839532771419337;;0.01143488516082239;-0.063693114171599;20201227_180645;3.0011840034858857;-16.26932435914139;;0.6551706589318966;-3.649346626077515
23;2;0.2467308166790032;17444;21497;131.27930059092972;-163.17308482322565;-16927.14392264521;-70.1796946278661;-1044.5101774287896;4932.423962000814;0.9989529553174955;0.9681271281587704;0.15496718096742;-0.28354039359398137;;0.03308776040537266;-0.06174545315373778;20201227_180645;8.878965432473223;-16.245667874413336;;1.8957890247679272;-3.537753869831913
24;2;0.24734108335394508;19439;23482;157.4307550127955;-119.7371515207827;-16970.49489256813;-93.04779808002104;-1046.8491215654108;4949.225973123723;0.9990846323907943;0.9674631831504281;0.11388370808968405;-0.28376686345217217;;0.024195467278241168;-0.06172561153435031;20201227_180645;6.5250558288387674;-16.258643641474595;;1.386298158390104;-3.5366170287823064
25;2;0.24752475247524752;21497;25537;158.53237672335794;59.573228525550114;-16992.172127694266;-87.27003135918048;-1089.539628392542;4963.548563971574;0.9990210458634077;0.9803977453432332;-0.054623040872899195;-0.2842007475471774;;-0.01200243296082955;-0.0641641098745428;20201227_180645;-3.129669706187716;-16.283503368916247;;-0.6876887525442418;-3.6763326920249924
26;2;0.24758603614756128;23482;27521;168.12585083222865;205.70867418954174;-16965.096739604676;-87.5422133007822;-1051.0502541620103;4997.504631248104;0.998852959973183;0.9764368486503562;-0.19327416800525407;-0.2864729397507012;;-0.04117391049020663;-0.06199338568355198;20201227_180645;-11.073794115603466;-16.41369039242069;;-2.3590912971382667;-3.5519593573942685
27;2;0.24746349913387775;25537;29578;171.13678061470108;143.8512362041609;-16928.095052439;-95.05631608880702;-1064.0776585244766;5090.159847069234;0.9989281292324058;0.9704314437313176;-0.1343740096785776;-0.29209246171454256;;-0.02826441517684528;-0.0629001454127258;20201227_180645;-7.699063630832573;-16.73566528382987;;-1.619431700038745;-3.6039128629083543
28;2;0.24746349913387775;27521;31562;166.69591072751075;-22.146841577322785;-16941.217468059574;-153.20389776567774;-1176.351867492535;5130.901874353665;0.9986523941041899;0.9696479223802299;0.01882449132071098;-0.29408316031070475;;0.0043163776836651424;-0.06949318902890504;20201227_180645;1.0785639041573882;-16.84972391167258;;0.247310224058467;-3.9816664362610945
29;2;0.24758603614756128;29578;33617;158.67491506165908;-157.3774198438486;-16911.70768299665;-61.31471007426801;-1081.7619032960665;5203.775664054475;0.9986340530722716;0.9710074022004781;0.144468947969774;-0.2985082926447767;;0.03024754147022549;-0.06400896743177593;20201227_180645;8.277460989363133;-17.103265318201778;;1.7330564668908535;-3.667443684831101
30;2;0.2478929102627665;31562;35596;151.9180426324247;-301.95523348582776;-16909.35559786689;-98.06920106590417;-1068.810359068524;5294.429119710794;0.9985941914302949;0.9754559911339813;0.27533957388944696;-0.3034373123030568;;0.05706359699205918;-0.06325039028686949;20201227_180645;15.775795516795792;-17.385677341758246;;3.2695032714804104;-3.623980415992878
31;2;0.24813895781637718;33617;37647;170.37516349710376;-204.60380964095776;-16940.86989645231;-60.20238060442675;-1129.765795802546;5389.725691857251;0.9981632603093826;0.9713514446185878;0.1791609751047286;-0.3080232409402141;;0.03797094614106958;-0.06673830220697854;20201227_180645;10.265167726949361;-17.64843169781554;;2.175574958001847;-3.823823048328498
32;2;0.24783147459727387;35596;39631;144.406473273117;-84.26360841749712;-16860.80381303677;-106.34506298977212;-1074.3967036877177;5434.296278728939;0.9982200694717445;0.9675504224978584;0.07826855060422644;-0.3117910877884305;;0.01550651291013706;-0.06376476080622011;20201227_180645;4.4844576182282845;-17.864313420070008;;0.8884577447159775;-3.653451675857621
33;2;0.24783147459727387;37647;41682;153.46345900357318;-113.46620546532066;-16826.40324457606;-75.46422677431823;-1026.8689267232048;5433.133698581109;0.9987270209695057;0.9677257395098731;0.11005081785187419;-0.3123253271392234;;0.02088563642257064;-0.0610651831617669;20201227_180645;6.305447394875368;-17.89492308012025;;1.196658819458009;-3.4987772703625835
34;2;0.24813895781637718;39631;43661;168.9922419696167;-8.183852264547266;-16875.092534497035;-76.63546964163942;-1067.0886493934954;5437.149050524824;0.9991212385650904;0.9700327608650987;0.007669177083517762;-0.3116970046933001;;0.0015051739944320355;-0.06327675386029764;20201227_180645;0.4394114792240174;-17.85892285579551;;0.08624011731380331;-3.6254909374831947
35;3;0.24764735017335315;6634;10672;-81.17267899317862;-248.63222860634113;-19061.308444330716;6.824850690755935;-226.46743915106535;5013.393739933203;0.9993557730691142;0.9792447341478703;0.8320172865079272;-0.257189270540928;;0.0496139489540216;-0.011881281293310541;20201227_180645;47.67107899883124;-14.735859738043489;;2.842669880042943;-0.6807472733144304
36;3;0.24721878862793573;8664;12709;-89.48592675502005;-165.2292773586082;-19044.827951346386;48.17627526554819;-204.4730852533089;4917.92845744234;0.9991501279878588;0.9795921008549197;0.6796444444284976;-0.25270856109365264;;0.033603656334842844;-0.010736616485347272;20201227_180645;38.94075823526653;-14.479133997490216;;1.9253476841945476;-0.6151628108609822
37;3;0.24703557312252963;10672;14720;-133.6912341488266;-134.21543382248188;-19097.64825615128;-24.688661259124878;-312.1509332463621;4815.155804378521;0.9991041929512275;0.9785293508959383;0.40607246111306494;-0.24698559914929044;;0.02787714972916893;-0.016345721196090825;20201227_180645;23.266238198268862;-14.151232431764278;;1.5972430243356455;-0.9365408376335361
38;3;0.24721878862793573;12709;16754;-72.08463644766385;-101.04639432282372;-19182.72790869703;-17.08801986871854;-443.5197901367402;4823.554086429;0.9988698948120001;0.9703985638537902;0.22400489692638545;-0.24634570497531516;;0.020950068046196778;-0.023122848700933833;20201227_180645;12.834535184144913;-14.114569196260485;;1.200350479558962;-1.324841640883067
39;3;0.2465483234714004;14720;18776;-13.370855365404047;-150.19120647006798;-19131.950113351162;-4.679864757767733;-457.1790270134266;4878.949412256354;0.9988244435384537;0.9636804764817782;0.3174098543046931;-0.24969380888149287;;0.030788377725417593;-0.023898376563658046;20201227_180645;18.18624502752128;-14.306401419455733;;1.7640441017210216;-1.3692761143119654
40;3;0.2465483234714004;16754;20810;-53.36442916264526;-199.35483608718548;-19075.794133977848;-10.219289757883635;-381.8852640669047;4891.624473688713;0.9990790417181175;0.9710137520300919;0.48111438718015404;-0.2510221262623945;;0.04076561143988179;-0.02002070133102057;20201227_180645;27.565823848445827;-14.382508399235267;;2.3356974847754537;-1.1471016891594283
41;3;0.24764735017335315;18776;22814;-112.3754457904945;-80.63787907675686;-19130.230159945444;12.87485856863815;-412.03730621931834;4850.696119191032;0.999089437893452;0.9640745393409637;0.1932626377773167;-0.2483281516635891;;0.016624746571226593;-0.021540209782505693;20201227_180645;11.073133482205833;-14.228155024608268;;0.9525278140058702;-1.2341631103639852
42;3;0.24727992087042533;20810;24854;-147.37011251016543;77.93515814372682;-19114.29075480259;-3.699015062347487;-385.3245674957774;4849.860396151536;0.9990356951593767;0.9593423263141245;-0.19956622111204841;-0.24848573605547528;;-0.016070259013564694;-0.020160343667892697;20201227_180645;-11.43430220309496;-14.237183945180483;;-0.9207580171593266;-1.1551026057035454
